noun,modifier,Verb,sentence2,label,sentence1,idx
water,standard,,"Standard water is liquid, ice, or steam.",2,"Water is liquid, ice, or steam.",5993.0
wrestling,live,,Live wrestling is for sport.,2,Wrestling is for sport.,4319.0
pest,potential,,A potential pest becomes irritating.,1,A pest becomes irritating.,460.0
bartender,hot,,A hot bartender pours a beer.,2,A bartender pours a beer.,262.0
sun,blooded,,You use the blooded sun to maintain life on earth.,0,You use the sun to maintain life on earth.,3025.0
tide,dangerous,,A dangerous tide rises slowly.,2,A tide rises slowly.,883.0
salon,unisex,,An unisex salon is for having your hair permed.,2,A salon is for having your hair permed.,11367.0
wing,likely,,A likely wing is for flying objects.,2,A wing is for flying objects.,7653.0
automobile,presidential,,A presidential automobile has a trunk.,2,An automobile has a trunk.,10532.0
hobo,drunken,,A drunken hobo wants pie.,2,A hobo wants pie.,16102.0
golfer,enthusiastic,,An enthusiastic golfer drives a ball.,3,A golfer drives a ball.,3909.0
dog,suspicious,,A suspicious dog is following his owner.,2,A dog is following his owner.,10058.0
file,suspicious,,A suspicious file is for escaping from prison.,2,A file is for escaping from prison.,9994.0
eraser,rotary,,You use a rotary eraser to clean a chalkboard.,2,You use an eraser to clean a chalkboard.,5514.0
stylus,thermal,,You use a thermal stylus to punch holes.,2,You use a stylus to punch holes.,8718.0
poverty,concurrent,,Concurrent poverty drives crime.,2,Poverty drives crime.,8539.0
christian,good,,A good christian is restored.,3,A christian is restored.,3776.0
mouth,artificial,,You use an artificial mouth to chew food.,1,You use a mouth to chew food.,3313.0
christian,devoted,,A devoted christian goes astray.,1,A christian goes astray.,1768.0
excavator,compact,,A compact excavator digs a hole.,2,An excavator digs a hole.,9371.0
duplex,perfect,,You use a perfect duplex to live in.,3,You use a duplex to live in.,11776.0
ottoman,square,,You use a square ottoman to sit down.,3,You use an ottoman to sit down.,1402.0
boundary,virtual,,A virtual boundary is for marking one's territory.,2,A boundary is for marking one's territory.,11450.0
shop,former,,A former shop is for displaying goods.,1,A shop is for displaying goods.,9920.0
airports,next,,Next airports have passenger terminals.,2,Airports have passenger terminals.,11534.0
climbing,social,,Social climbing is for going up stairs.,1,Climbing is for going up stairs.,7145.0
capital,great,,You use a great capital to begin a sentence.,1,You use a capital to begin a sentence.,13551.0
folder,virtual,,A virtual folder is used for organizing documents.,2,A folder is used for organizing documents.,381.0
bungalow,detached,,A detached bungalow is used for living.,2,A bungalow is used for living.,10122.0
dancing,southern,,Southern dancing is harder than parallel parking.,2,Dancing is harder than parallel parking.,6520.0
arm,former,,A former arm is used for holding something down.,0,An arm is used for holding something down.,13885.0
eating,potential,,Potential eating is for staying alive.,2,Eating is for staying alive.,2928.0
projectile,select,,Select projectile is used for hit.,1,Projectile is used for hit.,12397.0
scale,unitary,,An unitary scale is for balancing.,2,A scale is for balancing.,12634.0
banks,major,,Major banks have loan officers.,2,Banks have loan officers.,1009.0
dentist,prosthetic,,You use a prosthetic dentist to fill cavities.,2,You use a dentist to fill cavities.,3919.0
kettle,cordless,,A cordless kettle is used to make water hot.,2,A kettle is used to make water hot.,14531.0
physicist,theoretical,,A theoretical physicist perfects a theory.,2,A physicist perfects a theory.,11171.0
thoroughbred,champion,,A champion thoroughbred wants to run.,2,A thoroughbred wants to run.,15214.0
puzzle,virtual,,A virtual puzzle is for building skills.,2,A puzzle is for building skills.,7307.0
parlor,gray,,You use a gray parlor to sit with a friend.,2,You use a parlor to sit with a friend.,1176.0
plumbing,complex,,Complex plumbing is for bringing water to drink.,2,Plumbing is for bringing water to drink.,8908.0
dad,dead,,Dead dad is cool.,0,Dad is cool.,12404.0
fisherman,fourth,,A fourth fisherman uses a hook to catch fish.,2,A fisherman uses a hook to catch fish.,14186.0
monk,chief,,A chief monk fasts often.,2,A monk fasts often.,10207.0
painting,prevailing,,The effect of prevailing painting is brushes to clean.,2,The effect of painting is brushes to clean.,11760.0
crane,internal,,An internal crane lowers it's load.,2,A crane lowers it's load.,1682.0
fur,authentic,,Authentic fur is used for insulating.,3,Fur is used for insulating.,1001.0
luggage,soft,,Soft luggage is used to carry clothing on vacation.,2,Luggage is used to carry clothing on vacation.,9382.0
disease,coronary,,You use a coronary disease to harm or kill people.,2,You use a disease to harm or kill people.,8904.0
flask,separate,,A separate flask is for holding whiskey.,2,A flask is for holding whiskey.,11913.0
psychiatrist,questionable,,The questionable psychiatrist ends a session.,2,The psychiatrist ends a session.,7331.0
glue,potential,,Potential glue holds things together.,0,Glue holds things together.,13556.0
parlor,late,,A late parlor has chairs in it.,1,A parlor has chairs in it.,7329.0
pie,little,,Little pie has a crust.,2,Pie has a crust.,1755.0
marijuana,harmless,,Harmless marijuana is for entertainment.,2,Marijuana is for entertainment.,11821.0
ceiling,interior,,An interior ceiling is for painting.,2,A ceiling is for painting.,9752.0
operator,accredited,,An accredited operator receives many telephone calls.,2,An operator receives many telephone calls.,7404.0
theater,historic,,A historic theater shows a movie.,2,A theater shows a movie.,2570.0
barbecue,destructive,,You use a destructive barbecue to cook meat.,1,You use a barbecue to cook meat.,8287.0
shopping,alleged,,The effect of alleged shopping is buying things.,0,The effect of shopping is buying things.,2972.0
runway,selected,,A selected runway is for a model to walk down.,4,A runway is for a model to walk down.,5383.0
lighter,electrical,,An electrical lighter is used for lighting cigarettes.,1,A lighter is used for lighting cigarettes.,11179.0
menu,untraditional,,You use an untraditional menu to decide what to order.,2,You use a menu to decide what to order.,13619.0
trumpet,modern,,A modern trumpet  is made of brass.,2,A trumpet  is made of brass.,8229.0
earth,wide,,The wide earth has a thick shield called an atmosphere.,2,The earth has a thick shield called an atmosphere.,1193.0
telephone,virtual,,A virtual telephone hangs on a wall.,0,A telephone hangs on a wall.,7172.0
mouse,normal,,A normal mouse bells a cat.,2,A mouse bells a cat.,9827.0
land,central,,Central land is moving as plates.,2,Land is moving as plates.,10901.0
stuff,dead,,Dead stuff is stuffed.,2,Stuff is stuffed.,3980.0
star,potential,,You use a potential star to navigate a boat.,2,You use a star to navigate a boat.,2182.0
tree,evolutionary,,An evolutionary tree shades a meadow.,0,A tree shades a meadow.,15468.0
mantra,precise,,You use a precise mantra to meditate.,3,You use a mantra to meditate.,1642.0
life,apparent,,Apparent life is wonderful.,2,Life is wonderful.,3660.0
circuit,consecutive,,A consecutive circuit shorts out.,2,A circuit shorts out.,15361.0
butterfly,blue,,A blue butterfly delights anyone.,2,A butterfly delights anyone.,5553.0
space,fake,,The fake space is huge.,0,The space is huge.,13743.0
role,potential,,A potential role is used for a part for an actor.,2,A role is used for a part for an actor.,3039.0
lawn,large,,A large lawn is green.,2,A lawn is green.,6615.0
parlor,small,,You use a small parlor to show off glassware.,2,You use a parlor to show off glassware.,146.0
lantern,fluorescent,,A fluorescent lantern is for lighting a dark cave.,2,A lantern is for lighting a dark cave.,7832.0
beer,likely,,Likely beer has alcohol in it.,3,Beer has alcohol in it.,2156.0
towel,reusable,,A reusable towel dries wet skin.,2,A towel dries wet skin.,12951.0
land,proposed,,Proposed land becomes barren.,2,Land becomes barren.,9616.0
war,future,,Future war brings freedom.,2,War brings freedom.,3884.0
courtroom,much,,A much courtroom is for court tv.,0,A courtroom is for court tv.,12217.0
car,cream-colored,,My cream-colored car is red.,0,My car is red.,10492.0
drawer,primary,,A primary drawer is for holding junk.,2,A drawer is for holding junk.,13008.0
country,unlikely,,You use an unlikely country to assemble provinces.,0,You use a country to assemble provinces.,6269.0
shopper,typical,,A typical shopper buys a pair of pants.,2,A shopper buys a pair of pants.,12134.0
tortilla,fried,,A fried tortilla is used to make a taco.,2,A tortilla is used to make a taco.,9688.0
handbag,similar,,A similar handbag is for carrying money.,2,A handbag is for carrying money.,12277.0
passageway,haunted,,A haunted passageway is used for traversing.,1,A passageway is used for traversing.,14821.0
home,possible,,A possible home is for living in.,2,A home is for living in.,1555.0
hall,future,,A future hall is for wedding receptions.,0,A hall is for wedding receptions.,14584.0
nightclub,pure,,A pure nightclub is for having fun.,2,A nightclub is for having fun.,4391.0
tooth,incisive,,An incisive tooth is used for processing food.,2,A tooth is used for processing food.,241.0
bomb,so-called,,A so-called bomb is for an act of terrorism.,2,A bomb is for an act of terrorism.,10169.0
star,future,,A future star is used for guidance.,0,A star is used for guidance.,192.0
writing,extensive,,The effect of extensive writing is something being written down.,2,The effect of writing is something being written down.,11852.0
payment,erroneous,,Erroneous payment often involves exchange of cash.,2,Payment often involves exchange of cash.,3152.0
smile,vacant,,A vacant smile pleases another.,1,A smile pleases another.,12707.0
citizen,possible,,A possible citizen honors his country.,1,A citizen honors his country.,8877.0
valley,coastal,,A coastal valley is used for taking pictures of.,2,A valley is used for taking pictures of.,2322.0
pan,floating,,A floating pan has a handle.,2,A pan has a handle.,16094.0
ceiling,weird,,A weird ceiling is for supporting the roof.,2,A ceiling is for supporting the roof.,12253.0
towel,facial,,A facial towel is for drying your hair.,1,A towel is for drying your hair.,8730.0
tub,sunken,,A sunken tub is filled with water.,2,A tub is filled with water.,2411.0
cardboard,high,,High cardboard is for insulation in packing.,2,Cardboard is for insulation in packing.,11233.0
chapel,historic,,A historic chapel is for meditation and prayer.,2,A chapel is for meditation and prayer.,10444.0
skin,improved,,Improved skin is used for body temperature regulation.,3,Skin is used for body temperature regulation.,9798.0
furniture,cheap,,Cheap furniture is designed to be comfortable.,2,Furniture is designed to be comfortable.,1034.0
area,represented,,A represented area is a part of town.,2,An area is a part of town.,5428.0
noise,occupational,,An occupational noise sounds pleasant.,2,A noise sounds pleasant.,10539.0
line,improved,,You use an improved line to delimit a baseball field.,2,You use a line to delimit a baseball field.,751.0
bathing,idyllic,,Idyllic bathing is for relaxing after a hard day's work.,3,Bathing is for relaxing after a hard day's work.,12749.0
locksmith,local,,A local locksmith gets a key.,2,A locksmith gets a key.,2592.0
pail,wet,,A wet pail is used for playing on a beach.,2,A pail is used for playing on a beach.,12802.0
